"","DHB2015_name","DHB2015_code","AU2017_code","AU2017_name"
"2383","Capital and Coast",14,573600,"Johnsonville North"
"2384","MidCentral",12,560740,"Feilding East"
"2385","Bay of Plenty",7,542100,"Taneatua"
"2386","Waitematā",2,512500,"Mcleod"
"2387","Lakes",6,539400,"Mangakakahi"
"2388","Bay of Plenty",7,535700,"Athenree"
"2389","Wairarapa",15,579100,"Masterton Railway"
"2390","Waitematā",2,509300,"Narrow Neck"
"2391","Capital and Coast",14,563920,"Kaitawa"
"2392","West Coast",17,585320,"Waitaha"
"2393","Southern",22,602421,"Kaikorai Hill"
"2394","Capital and Coast",14,570900,"Porirua East"
"2395","Area outside District Health Board",99,617503,"Tidal-Motutapu and Browns Islands"
"2396","West Coast",17,584935,"Marsden-Hohonu"
"2397","Auckland",3,520601,"Tamaki"
"2398","Bay of Plenty",7,536505,"Matapihi"
"2399","Waikato",5,534603,"Springdale"
"2400","Hawke's Bay",10,545304,"Mahia"
"2401","Northland",1,501813,"Whangaruru Harbour"
"2402","Counties Manukau",4,522201,"Papatoetoe North"
"2403","Canterbury",18,585808,"Ashley"
"2404","Waitematā",2,512000,"Titirangi South"
"2405","Taranaki",9,554300,"Waitotara"
"2406","Canterbury",18,586308,"Rangiora Central"
"2407","Nelson Marlborough",16,583100,"Tahuna Hills"
"2408","Whanganui",11,557300,"Lower Aramoho"
"2409","Counties Manukau",4,521151,"Awhitu"
"2410","Counties Manukau",4,522400,"Puhinui North"
"2411","Canterbury",18,589300,"Holmwood"
"2412","Southern",22,610074,"Greenhills"
"2413","Lakes",6,539200,"Fairy Springs"
"2414","Waitematā",2,506657,"Point Wells"
"2415","Nelson Marlborough",16,583700,"Enner Glynn"
"2416","Counties Manukau",4,523817,"Hyperion"
"2417","Capital and Coast",14,622201,"Inlet-Porirua Harbour"
"2418","Bay of Plenty",7,536400,"Island View-Pios Beach"
"2419","Canterbury",18,585506,"Amuri"
"2420","Lakes",6,539900,"Hillcrest"
"2421","Lakes",6,532200,"Omori"
"2422","Whanganui",11,557800,"Bastia Hill"
"2423","Counties Manukau",4,521136,"Kaiaua"
"2424","Waitematā",2,513102,"Swanson South"
"2425","Area outside District Health Board",99,625103,"Oceanic-Canterbury Region South"
"2426","Bay of Plenty",7,542421,"Coastlands"
"2427","Auckland",3,514102,"Auckland Central West"
"2428","Northland",1,501818,"Parua Bay"
"2429","Auckland",3,516700,"St Heliers"
"2430","Waitematā",2,512905,"Oratia West"
"2431","Southern",22,603910,"Wakari"
"2432","Whanganui",11,559500,"Marton"
"2433","Hutt Valley",13,569100,"Hutt Central"
"2434","Lakes",6,539700,"Utuhina"
"2435","Bay of Plenty",7,542410,"Whakatane North"
"2436","Lakes",6,538831,"Kaingaroa Forest"
"2437","Auckland",3,520000,"Te Papapa"
"2438","Lakes",6,540700,"Whaka"
"2439","Hutt Valley",13,564520,"Trentham South"
"2440","Waitematā",2,512802,"Armour Bay"
"2441","Canterbury",18,594500,"Waltham"
"2442","Southern",22,602800,"Harbourside"
"2443","Waitematā",2,513211,"Urlich"
"2444","Northland",1,500203,"Taipa Bay-Mangonui"
"2445","Southern",22,604612,"Andersons Bay"
"2446","Waitematā",2,505807,"Red Beach West"
"2447","Hutt Valley",13,564900,"Parkway"
"2448","Capital and Coast",14,576400,"Newtown East"
"2449","Waitematā",2,513622,"Birdwood East"
"2450","Counties Manukau",4,521501,"Mellons Bay"
"2451","South Canterbury",19,598700,"Washdyke"
"2452","Northland",1,503900,"Port-Limeburners"
"2453","Counties Manukau",4,524604,"Manukau Central"
"2454","Counties Manukau",4,522100,"Papatoetoe West"
"2455","MidCentral",12,562910,"Awapuni North"
"2456","Waikato",5,527912,"Te Kowhai"
"2457","Waikato",5,533400,"Tairua"
"2458","Northland",1,505022,"Mangawhai Heads"
"2459","Canterbury",18,587100,"Malvern"
"2460","Area outside District Health Board",99,617501,"Oceanic-Auckland Region East"
"2461","Nelson Marlborough",16,583000,"Tahunanui"
"2462","Canterbury",18,586605,"West Eyreton"
"2463","Counties Manukau",4,523106,"Millhouse"
"2464","Wairarapa",15,578402,"Whareama"
"2465","South Canterbury",19,600322,"Inland Water-Lake Tekapo"
"2466","Capital and Coast",14,571000,"Ranui Heights"
"2467","Area outside District Health Board",99,626900,"Oceanic-Oil Rig Southland"
"2468","Nelson Marlborough",16,584301,"Motueka West"
"2469","MidCentral",12,560720,"Feilding West"
"2470","Capital and Coast",14,565902,"Otaihanga"
"2471","Waikato",5,527916,"Horotiu"
"2472","Counties Manukau",4,526104,"Waiuku East"
"2473","Southern",22,610250,"South Gore"
"2474","Northland",1,502800,"Regent"
"2475","West Coast",17,624100,"Inlet-Buller River"
"2476","Capital and Coast",14,575701,"Vogeltown West"
"2477","Canterbury",18,585806,"Okuku"
"2478","Whanganui",11,556900,"Wanganui Central"
"2479","Taranaki",9,551023,"Fernleigh"
"2480","Area outside District Health Board",99,623805,"Oceanic-Marlborough Region"
"2481","Waitematā",2,508310,"Glenfield Central"
"2482","Whanganui",11,557400,"Upper Aramoho"
"2483","Lakes",6,541501,"Rangipo"
"2484","Canterbury",18,585601,"Parnassus"
"2485","Auckland",3,517400,"Newmarket"
"2486","Waikato",5,531731,"Waipa Valley"
"2487","Waitematā",2,507400,"Mairangi Bay"
"2488","Bay of Plenty",7,536615,"Aongatete"
"2489","Bay of Plenty",7,542511,"Orini"
"2490","Southern",22,603930,"Brockville"
"2491","Waitematā",2,511302,"New Lynn South"
"2492","Waitematā",2,513420,"Herald"
"2493","MidCentral",12,561813,"Massey University"
"2494","Southern",22,609035,"Jacks Point"
"2495","Bay of Plenty",7,536513,"Bethlehem East"
"2496","MidCentral",12,550102,"Dannevirke East"
"2497","Area outside District Health Board",99,614503,"Three Kings Islands"
"2498","Nelson Marlborough",16,581823,"Wakefield"
"2499","Hawke's Bay",10,548833,"Te Mata Hills"
"2500","Lakes",6,538731,"Owhata South"
"2501","Canterbury",18,597000,"Chatham Islands"
"2502","Southern",22,608700,"Frankton"
"2503","Southern",22,603000,"High St-Stuart St"
"2504","Canterbury",18,592200,"Merivale"
"2505","Tairāwhiti",8,544200,"Mangapapa"
"2506","Waitematā",2,510210,"Birkdale North"
"2507","Northland",1,501813,"Whangaruru Harbour"
"2508","Bay of Plenty",7,542700,"Murupara"
"2509","Waikato",5,535330,"Matarawa"
"2510","Waikato",5,529700,"Hamilton Central"
"2511","Waikato",5,529503,"Fairview Downs"
"2512","Canterbury",18,586504,"Silverstream"
"2513","Counties Manukau",4,521502,"Cockle Bay"
"2514","Whanganui",11,559000,"Ngamatea"
"2515","Southern",22,609031,"Outer Wakatipu"
"2516","Auckland",3,519710,"Onehunga North West"
"2517","Northland",1,501200,"Haruru Falls"
"2518","Hawke's Bay",10,545730,"Clive"
"2519","Capital and Coast",14,572000,"Mana-Camborne"
"2520","Southern",22,612902,"Inland Water-Lake Manapouri"
"2521","Canterbury",18,585502,"Hanmer Springs"
"2522","Hutt Valley",13,570300,"Eastbourne"
"2523","Southern",22,601603,"Evansdale"
"2524","Southern",22,612903,"Inland Water-Lake Hauroko"
"2525","Nelson Marlborough",16,583300,"Grampians"
"2526","Southern",22,602800,"Harbourside"
"2527","Lakes",6,541333,"Kinloch"
"2528","Taranaki",9,553500,"Mangatoki-Moeroa"
"2529","West Coast",17,584932,"Coal Creek"
"2530","Area outside District Health Board",99,625103,"Oceanic-Canterbury Region South"
"2531","Nelson Marlborough",16,581823,"Wakefield"
"2532","Auckland",3,519820,"Onehunga South East"
"2533","Nelson Marlborough",16,623803,"Oceanic-Tasman Region"
"2534","Counties Manukau",4,524901,"Hillpark"
"2535","Southern",22,609034,"Lake Hayes South"
"2536","Lakes",6,538850,"Ngakuru"
"2537","Canterbury",18,587812,"Broomfield"
"2538","Waitematā",2,508805,"Windsor Park"
"2539","Waitematā",2,506634,"Mahurangi"
"2540","Bay of Plenty",7,538202,"Sulphur Point"
"2541","Capital and Coast",14,576302,"Berhampore East"
"2542","Southern",22,626700,"Centre Island"
"2543","Capital and Coast",14,576100,"Melrose-Houghton Bay-Southgate"
"2544","Auckland",3,516301,"Meadowbank North"
"2545","Counties Manukau",4,521132,"Hunua"
"2546","Southern",22,604821,"Company Bay"
"2547","Taranaki",9,551700,"Westown"
"2548","Waitematā",2,512902,"Otimai"
"2549","Waikato",5,527133,"Hautapu"
"2550","Counties Manukau",4,524122,"Viscount"
"2551","Lakes",6,540100,"Kawaha Point"
"2552","Capital and Coast",14,572200,"Discovery"
"2553","Tairāwhiti",8,544600,"Gisborne Central"
"2554","Hutt Valley",13,564510,"Heretaunga"
"2555","Waikato",5,529200,"Melville"
"2556","Taranaki",9,553800,"Manaia"
"2557","Capital and Coast",14,572600,"Tawa Central"
"2558","Northland",1,615101,"Inlet-Tutukaka Harbour"
"2559","Counties Manukau",4,523110,"Kilkenny"
"2560","Waitematā",2,506616,"Matheson Bay"
"2561","Hawke's Bay",10,547800,"Frimley"
"2562","Southern",22,600600,"Weston"
"2563","Canterbury",18,596102,"Moncks Bay"
"2564","Hawke's Bay",10,545841,"Maraekakaho"
"2565","Auckland",3,518500,"Three Kings"
"2566","South Canterbury",19,598500,"Geraldine"
"2567","Waikato",5,527112,"Taupiri Community"
"2568","Waikato",5,535261,"Lichfield"
"2569","Waitematā",2,505909,"Wade Heads"
"2570","Whanganui",11,557300,"Lower Aramoho"
"2571","Waitematā",2,508220,"Windy Ridge"
"2572","Waikato",5,534300,"Paeroa"
"2573","Auckland",3,518302,"Mt Eden South"
